,customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,total_charges_per_month,tenure_totalcharges,blend10,blend3,pred10,pred3,profit10,profit3,training_data,profit_without_model
106,0206-oyvoc,female,0,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,mailed_check,19.25,864.2,0,44.89350649350649,746841.6400000001,0.006292313454364507,0.00754120909457575,0,0,5000,5000,Yes,5000
107,2476-ygefm,female,0,no,no,29,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),76.0,2215.25,0,29.148026315789473,4907332.5625,0.7005857007402573,0.6474665045680356,1,1,-1000,-1000,Yes,5000
108,8696-jkznu,female,1,no,no,37,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,76.25,2841.55,1,37.26622950819672,8074406.402500001,0.810079736988012,0.7627876448995101,1,1,4000,4000,Yes,-5000
109,0234-tevtt,female,0,yes,yes,48,no,no_phone_service,dsl,yes,no,yes,no,no,yes,one_year,no,credit_card_(automatic),45.0,2196.3,0,48.80666666666667,4823733.69,0.020108644754838076,0.023276445919014937,0,0,5000,5000,Yes,5000
110,4957-tialw,female,0,no,yes,15,yes,no,dsl,yes,yes,yes,yes,no,no,one_year,no,credit_card_(automatic),65.6,1010.0,0,15.396341463414636,1020100.0,0.03544676000858584,0.040567286524742084,0,0,5000,5000,Yes,5000
111,2348-kcjlt,female,0,yes,no,44,yes,no,dsl,yes,yes,yes,no,no,no,one_year,yes,mailed_check,61.5,2722.2,0,44.263414634146336,7410372.839999999,0.02849760616940403,0.03178776954978721,0,0,5000,5000,Yes,5000
112,2858-eimxh,female,1,yes,no,53,yes,yes,fiber_optic,no,no,no,no,yes,yes,one_year,yes,credit_card_(automatic),95.85,5016.25,0,52.33437663015128,25162764.0625,0.6523094546542489,0.5883540428520416,1,1,-1000,-1000,Yes,5000
113,0743-hnpfg,female,0,yes,yes,51,yes,no,dsl,yes,yes,no,yes,no,yes,one_year,yes,credit_card_(automatic),69.75,3562.5,0,51.075268817204304,12691406.25,0.024444037703739947,0.02697017359977134,0,0,5000,5000,Yes,5000
114,9885-mfvsu,female,0,yes,yes,35,no,no_phone_service,dsl,yes,no,no,yes,yes,no,two_year,yes,credit_card_(automatic),46.35,1662.05,0,35.85868392664509,2762410.2024999997,0.020234368352912688,0.02571459124656147,0,0,5000,5000,Yes,5000
115,0195-iescp,male,0,yes,no,10,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,electronic_check,85.25,855.3,1,10.032844574780059,731538.09,0.9069701128402149,0.8840397023427357,1,1,4000,4000,Yes,-5000
116,1066-jksgk,male,0,no,no,1,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,20.15,20.15,1,1.0,406.0224999999999,0.1512075734369332,0.17051432280009116,0,0,-5000,-5000,Yes,-5000
117,3884-uebxb,female,0,yes,yes,67,no,no_phone_service,dsl,yes,yes,no,no,no,no,two_year,no,bank_transfer_(automatic),36.15,2434.45,0,67.34301521438451,5926546.802499999,0.00519359671401851,0.005930722721976528,0,0,5000,5000,Yes,5000
118,5451-yhypw,female,1,yes,no,72,yes,yes,fiber_optic,yes,yes,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),115.75,8443.7,0,72.9477321814255,71296069.69000001,0.0397431703200267,0.050425937009639564,0,0,5000,5000,Yes,5000
119,0690-srqid,male,0,no,no,4,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,19.65,67.55,0,3.4376590330788805,4563.0025,0.09902911689067062,0.12216511616371273,0,0,5000,5000,Yes,5000
120,1734-zmntz,female,0,yes,yes,11,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.0,300.7,0,12.027999999999999,90420.48999999999,0.02879075319083746,0.037498931254695014,0,0,5000,5000,Yes,5000
121,0056-epfbg,male,0,yes,yes,20,no,no_phone_service,dsl,yes,no,yes,yes,no,no,two_year,yes,credit_card_(automatic),39.4,825.4,0,20.949238578680202,681285.1599999999,0.030732355327012795,0.03874756758641399,0,0,5000,5000,Yes,5000
122,0137-udeuo,female,0,no,no,3,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,mailed_check,19.85,63.75,1,3.211586901763224,4064.0625,0.09450998407123466,0.1123155705466131,0,0,-5000,-5000,Yes,-5000
123,0440-qexbz,female,0,no,no,44,yes,yes,dsl,no,no,no,no,no,no,month-to-month,yes,mailed_check,50.15,2139.1,0,42.65403788634098,4575748.81,0.5567551778992598,0.46984970925960784,1,0,-1000,5000,Yes,5000
124,6242-fegfd,male,0,yes,no,66,yes,yes,fiber_optic,yes,yes,yes,yes,no,no,two_year,no,mailed_check,96.6,6424.25,0,66.5036231884058,41270988.0625,0.015526786901287191,0.01860629065329289,0,0,5000,5000,Yes,5000
125,9372-txxps,female,0,yes,no,60,yes,no,dsl,yes,yes,no,yes,no,no,two_year,no,bank_transfer_(automatic),59.85,3483.45,0,58.20300751879699,12134423.902499998,0.004951552267775628,0.005790534423364052,0,0,5000,5000,Yes,5000
126,5151-hqrdg,male,0,yes,no,37,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed_check,55.05,2030.75,0,36.88919164396004,4123945.5625,0.5629252221632869,0.4756539188504257,1,0,-1000,5000,Yes,5000
127,7780-otdso,male,0,yes,no,18,yes,yes,fiber_optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic_check,99.4,1742.95,1,17.53470824949698,3037874.7025,0.8538822036022093,0.8192503197649305,1,1,4000,4000,Yes,-5000
128,0481-sumcb,female,1,no,no,45,yes,yes,fiber_optic,no,no,yes,no,yes,yes,one_year,yes,bank_transfer_(automatic),102.15,4735.35,0,46.3568281938326,22423539.622500002,0.6740852241700411,0.6165432352883623,1,1,-1000,-1000,Yes,5000
129,2252-jhjge,male,0,no,no,61,yes,yes,fiber_optic,yes,no,yes,no,yes,yes,one_year,no,electronic_check,104.0,6363.45,0,61.18701923076923,40493495.902499996,0.1709029466562819,0.1748623793322422,0,0,5000,5000,Yes,5000
130,5076-yvxcm,male,0,no,no,51,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,bank_transfer_(automatic),83.4,4149.45,0,49.75359712230215,17217935.3025,0.6347658228208524,0.5590844166863118,1,1,-1000,-1000,Yes,5000
131,1746-tgtwv,male,0,yes,no,1,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,no,credit_card_(automatic),75.35,75.35,0,1.0,5677.6224999999995,0.7848368957733136,0.7375947058662973,1,1,-1000,-1000,Yes,5000
132,9220-cxrsc,female,0,yes,yes,69,yes,yes,dsl,yes,no,no,yes,no,no,two_year,no,credit_card_(automatic),61.4,4059.85,0,66.12133550488599,16482382.022499999,0.006002226368611532,0.006765879176413835,0,0,5000,5000,Yes,5000
133,7752-xusci,female,0,no,no,60,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic_check,105.9,6396.45,1,60.400849858356935,40914572.6025,0.7214108030106395,0.6622238792555191,1,1,4000,4000,Yes,-5000
134,2951-qoqtk,male,0,no,yes,4,yes,yes,fiber_optic,no,no,no,yes,no,no,month-to-month,no,credit_card_(automatic),80.8,332.45,1,4.114480198019802,110523.00249999999,0.7706197350551515,0.714621461220971,1,1,4000,4000,Yes,-5000
135,1848-lbzhy,female,0,yes,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank_transfer_(automatic),50.3,355.1,0,7.059642147117297,126096.01000000001,0.6301141248405248,0.5629603929645699,1,1,-1000,-1000,Yes,5000
136,0383-cldda,female,0,no,no,69,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,yes,credit_card_(automatic),85.35,5897.4,0,69.09666080843586,34779326.76,0.013823711253894477,0.016846821863240498,0,0,5000,5000,Yes,5000
137,3131-nwvfj,female,0,yes,yes,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,mailed_check,19.55,294.5,0,15.06393861892583,86730.25,0.023101300486586315,0.028985856568564672,0,0,5000,5000,Yes,5000
138,8917-szttj,male,0,yes,yes,60,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,credit_card_(automatic),19.65,1161.75,0,59.12213740458016,1349663.0625,0.003227422510842904,0.0036187607558885743,0,0,5000,5000,Yes,5000
139,7402-eyfxx,male,1,no,no,26,yes,yes,fiber_optic,no,no,no,no,yes,yes,month-to-month,yes,electronic_check,93.6,2404.1,0,25.68482905982906,5779696.81,0.8368366934853023,0.809496117746652,1,1,-1000,-1000,Yes,5000
140,4716-hhkqh,male,1,yes,no,20,yes,yes,fiber_optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic_check,107.05,2172.05,0,20.290051377860816,4717801.202500001,0.743355815674377,0.6983840869644853,1,1,-1000,-1000,Yes,5000
141,9820-rmcqv,female,0,no,no,11,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit_card_(automatic),48.55,501.0,1,10.319258496395468,251001.0,0.5943704722397457,0.5148775047307527,1,1,4000,4000,Yes,-5000
142,3716-bdvdb,male,0,no,no,1,yes,no,fiber_optic,no,no,no,no,no,no,month-to-month,yes,electronic_check,69.1,69.1,1,1.0,4774.8099999999995,0.899364045600762,0.8728293304313346,1,1,4000,4000,Yes,-5000
143,3566-caayu,female,0,yes,yes,64,no,no_phone_service,dsl,no,yes,yes,yes,no,yes,two_year,no,electronic_check,49.85,3210.35,0,64.40020060180541,10306347.122499999,0.009043279819765467,0.010717899347365873,0,0,5000,5000,Yes,5000
144,7734-dboai,female,0,yes,yes,1,no,no_phone_service,dsl,no,no,no,yes,yes,no,month-to-month,no,electronic_check,40.1,40.1,1,1.0,1608.0100000000002,0.6936365100923073,0.6470522485286082,1,1,4000,4000,Yes,-5000
145,0220-ebgce,male,0,no,no,2,yes,no,fiber_optic,no,no,yes,no,no,yes,month-to-month,yes,electronic_check,85.85,167.3,1,1.9487478159580667,27989.290000000005,0.889151683039482,0.8631038181947798,1,1,4000,4000,Yes,-5000
146,4723-begsg,male,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,credit_card_(automatic),86.65,6094.25,0,70.33179457587997,37139883.0625,0.0072106102537918835,0.008980495854413463,0,0,5000,5000,Yes,5000
147,9031-zvqpt,male,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,108.2,7840.6,0,72.46395563770795,61475008.36000001,0.06077007582927922,0.07623393176527442,0,0,5000,5000,Yes,5000
148,5177-rvznu,female,0,no,yes,37,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,no,bank_transfer_(automatic),20.3,755.4,0,37.21182266009852,570629.1599999999,0.010085731032671625,0.0118171769009928,0,0,5000,5000,Yes,5000
149,4881-gqjtw,male,0,no,no,14,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,no,credit_card_(automatic),19.6,300.4,0,15.326530612244897,90240.15999999999,0.04787048168713274,0.0586916786188162,0,0,5000,5000,Yes,5000
150,1548-aragg,female,0,yes,yes,4,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed_check,58.5,224.85,0,3.8435897435897437,50557.5225,0.6300948593766285,0.5655106482610929,1,1,-1000,-1000,Yes,5000
151,8155-ibnhg,female,0,yes,no,24,yes,yes,fiber_optic,no,no,no,no,no,no,month-to-month,yes,credit_card_(automatic),75.4,1747.85,1,23.18103448275862,3054979.6224999996,0.7098390118482859,0.6611402027639562,1,1,4000,4000,Yes,-5000
152,1614-jbebi,female,0,no,no,8,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,20.7,137.6,0,6.647342995169082,18933.76,0.0757727364697181,0.09525945577661712,0,0,5000,5000,Yes,5000
153,6029-wtipc,male,1,no,no,37,yes,yes,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,101.1,3744.05,1,37.033135509396644,14017910.402500002,0.8006250759002993,0.7647077590492124,1,1,4000,4000,Yes,-5000
154,5981-zvxot,female,1,no,no,35,yes,yes,fiber_optic,yes,yes,yes,no,yes,yes,one_year,yes,electronic_check,108.35,3726.15,0,34.38994000922935,13884193.8225,0.6594827943222998,0.6041534718431513,1,1,-1000,-1000,Yes,5000
155,9833-tgfhx,male,0,yes,yes,42,yes,yes,fiber_optic,yes,no,no,no,yes,yes,one_year,no,electronic_check,97.1,4016.75,0,41.367147270854794,16134280.5625,0.16383472501681082,0.1747616942440512,0,0,5000,5000,Yes,5000
156,2091-mjtfx,female,0,yes,yes,30,no,no_phone_service,dsl,no,no,no,yes,yes,yes,month-to-month,no,credit_card_(automatic),51.2,1561.5,1,30.498046875,2438282.25,0.13124588970377596,0.13395320241789807,0,0,-5000,-5000,Yes,-5000
157,0093-xwzfy,male,0,no,no,40,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit_card_(automatic),104.5,4036.85,1,38.630143540669856,16296157.9225,0.7316582583907282,0.6752261268284598,1,1,4000,4000,Yes,-5000
158,3247-zvouo,male,1,yes,no,10,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,no,electronic_check,85.55,851.75,1,9.956165984804208,725478.0625,0.8793389700372551,0.8519846554867572,1,1,4000,4000,Yes,-5000
159,9094-azphk,female,0,no,no,15,yes,yes,fiber_optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic_check,100.15,1415.0,0,14.128806789815277,2002225.0,0.8692302717785588,0.8426555814450206,1,1,-1000,-1000,Yes,5000
160,7137-rylpp,male,1,yes,no,37,yes,yes,fiber_optic,no,no,no,no,yes,no,month-to-month,yes,electronic_check,85.7,3171.15,1,37.00291715285881,10056192.3225,0.8129143448681495,0.7712581099555331,1,1,4000,4000,Yes,-5000
161,7225-iilwy,male,0,yes,yes,68,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,25.75,1686.15,0,65.48155339805825,2843101.8225000002,0.0018526208758031506,0.002197420189972389,0,0,5000,5000,Yes,5000
162,9530-grmjg,male,0,yes,yes,70,yes,yes,dsl,no,yes,yes,yes,yes,yes,two_year,yes,electronic_check,84.1,5979.7,0,71.10225921521997,35756812.089999996,0.02162311595258849,0.026146403477974495,0,0,5000,5000,Yes,5000
163,6030-rehux,female,1,yes,no,28,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,110.85,3204.4,0,28.907532701849348,10268179.360000001,0.7782893933403163,0.7360948588706704,1,1,-1000,-1000,Yes,5000
164,9541-pwtwo,female,0,no,no,52,yes,yes,dsl,no,no,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),80.95,4233.95,0,52.30327362569487,17926332.6025,0.030062710264625387,0.03820650161098498,0,0,5000,5000,Yes,5000
165,7609-ybpxg,male,0,no,no,54,yes,yes,dsl,yes,no,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),87.1,4735.2,0,54.36509758897819,22422119.04,0.014196404652981717,0.01780004121672181,0,0,5000,5000,Yes,5000
166,3190-itqxp,female,0,yes,yes,46,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,bank_transfer_(automatic),20.25,890.35,0,43.967901234567904,792723.1225,0.005538886719615088,0.006472775179114984,0,0,5000,5000,Yes,5000
167,4513-cxyix,female,1,yes,no,71,yes,yes,fiber_optic,yes,no,no,no,no,no,two_year,yes,credit_card_(automatic),80.7,5676.0,0,70.33457249070632,32216976.0,0.02735148610282655,0.034951473680960826,0,0,5000,5000,Yes,5000
168,8107-rzlnv,male,0,yes,no,72,yes,yes,fiber_optic,no,yes,yes,no,yes,yes,two_year,yes,bank_transfer_(automatic),106.3,7565.35,0,71.16980244590782,57234520.6225,0.06382346118635482,0.08034391246111539,0,0,5000,5000,Yes,5000
169,2391-soori,male,0,no,yes,4,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,electronic_check,49.35,219.65,1,4.450861195542046,48246.122500000005,0.6918295783912044,0.6219573716881441,1,1,4000,4000,Yes,-5000
170,3512-izikn,female,0,yes,no,70,yes,yes,dsl,yes,no,yes,yes,no,no,two_year,no,credit_card_(automatic),65.3,4759.75,1,72.8905053598775,22655220.0625,0.0075921147353614285,0.008533088956444262,0,0,-5000,-5000,Yes,-5000
171,6629-ladhq,female,0,no,no,2,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed_check,50.95,123.05,0,2.4151128557409223,15141.3025,0.6534671689696749,0.5805127404977418,1,1,-1000,-1000,Yes,5000
172,6429-shbcb,male,0,no,no,19,yes,yes,dsl,no,no,no,no,yes,yes,month-to-month,no,mailed_check,69.6,1394.55,0,20.036637931034484,1944769.7025,0.631249844162422,0.5665084859593784,1,1,-1000,-1000,Yes,5000
173,4879-gzlfh,female,0,yes,yes,42,yes,no,fiber_optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic_check,92.15,3875.4,0,42.05534454693434,15018725.16,0.6704267975855385,0.6116076178430607,1,1,-1000,-1000,Yes,5000
174,0822-qgcxa,female,1,yes,no,27,yes,yes,dsl,no,yes,yes,yes,yes,yes,month-to-month,no,electronic_check,83.85,2310.2,0,27.551580202742993,5337024.039999999,0.6237646522561735,0.5509883984550977,1,1,-1000,-1000,Yes,5000
175,2292-xqwsv,male,0,yes,yes,40,no,no_phone_service,dsl,no,yes,yes,yes,yes,yes,one_year,no,mailed_check,60.3,2448.5,0,40.60530679933665,5995152.25,0.05918943481883204,0.06389503037003919,0,0,5000,5000,Yes,5000
176,5485-itnpc,male,0,yes,no,66,yes,no,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),85.9,5595.3,0,65.13736903376018,31307382.090000004,0.008884923693881596,0.010950732587529337,0,0,5000,5000,Yes,5000
177,5696-ceiqj,male,0,yes,yes,67,yes,no,fiber_optic,no,yes,yes,yes,yes,yes,two_year,no,bank_transfer_(automatic),103.15,6895.5,0,66.84924866698982,47547920.25,0.034538778260132935,0.03953538162649794,0,0,5000,5000,Yes,5000
178,9191-myqkx,female,0,yes,no,7,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,bank_transfer_(automatic),75.15,496.9,1,6.612109115103126,246909.61,0.7876681464692591,0.7453746023884491,1,1,4000,4000,Yes,-5000
179,9297-eoncv,female,0,no,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two_year,yes,bank_transfer_(automatic),91.35,6697.2,0,73.3136288998358,44852487.839999996,0.009879877509621646,0.012654431833524774,0,0,5000,5000,Yes,5000
180,7872-rddlz,female,1,no,no,67,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,electronic_check,54.9,3725.5,0,67.85974499089254,13879350.25,0.5344377710581545,0.43997644095919936,1,0,-1000,5000,Yes,5000
181,5774-qpltf,male,0,yes,yes,50,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,one_year,yes,mailed_check,20.35,938.95,0,46.140049140049136,881627.1025,0.006596468831827934,0.007653003101048379,0,0,5000,5000,Yes,5000
182,5724-bidbu,male,0,yes,no,49,yes,yes,dsl,yes,no,no,no,no,no,one_year,yes,electronic_check,55.35,2633.95,0,47.587172538392046,6937692.602499999,0.37747354149546675,0.31902103793628045,0,0,5000,5000,Yes,5000
183,9178-jhuvj,male,0,yes,yes,24,yes,yes,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,yes,bank_transfer_(automatic),24.1,587.4,0,24.37344398340249,345038.75999999995,0.024228861782532227,0.031053966407474914,0,0,5000,5000,Yes,5000
184,9971-zwpbf,male,1,yes,yes,34,yes,yes,fiber_optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic_check,108.9,3625.2,0,33.289256198347104,13142075.04,0.7162425299898956,0.6628062827872228,1,1,-1000,-1000,Yes,5000
185,6397-jnzzg,female,1,yes,no,43,no,no_phone_service,dsl,no,yes,yes,no,yes,yes,month-to-month,no,credit_card_(automatic),55.55,2342.2,1,42.16381638163816,5485900.839999999,0.5611675298567597,0.48946307673268585,1,0,4000,-5000,Yes,-5000
186,7103-zgvnt,female,0,yes,yes,69,yes,yes,dsl,yes,yes,no,yes,yes,no,one_year,no,credit_card_(automatic),73.7,4885.85,0,66.29375848032565,23871530.222500004,0.014856032946572601,0.01588077971203427,0,0,5000,5000,Yes,5000
187,6845-rgtys,female,0,yes,no,47,yes,yes,fiber_optic,yes,yes,yes,no,yes,no,month-to-month,yes,electronic_check,98.75,4533.7,1,45.910886075949364,20554435.689999998,0.6834513234882094,0.6139583507661807,1,1,4000,4000,Yes,-5000
188,5159-yfpkq,female,0,no,no,2,yes,no,fiber_optic,no,no,yes,no,no,no,month-to-month,yes,electronic_check,75.8,160.75,1,2.120712401055409,25840.5625,0.8704970799087877,0.840837493309142,1,1,4000,4000,Yes,-5000
189,6725-tpkjo,male,0,no,no,44,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,two_year,no,mailed_check,20.05,845.25,0,42.1571072319202,714447.5625,0.004653805847988628,0.005749027500819727,0,0,5000,5000,Yes,5000
190,8519-imdhu,male,1,yes,no,15,yes,yes,fiber_optic,no,no,no,no,no,yes,month-to-month,yes,bank_transfer_(automatic),85.6,1345.55,1,15.719042056074766,1810504.8025,0.8678754535974016,0.8386579905165727,1,1,4000,4000,Yes,-5000
191,9025-zrpvr,male,0,no,no,9,yes,no,no,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,month-to-month,yes,mailed_check,18.95,185.6,1,9.79419525065963,34447.36,0.07547780405362856,0.09381173302819958,0,0,-5000,-5000,Yes,-5000
